image_id	id	caption
334809	416798	Blue and white plate with meat and brussel sprouts.
320951	426128	A bathroom with a toilet, sink, counter and large mirror
355919	682579	A slice of pepperoni and sausage pizza and a drink in a disposable cup.
174511	488533	A computer monitor sitting on top of a wooden desk.
302185	812710	There is s toilet scrubber next to the toilet in the stall.
45687	218738	Two laptop computers sitting on top of a desk.
298440	511117	A large jetliner flying through a blue sky with two engines.
528496	170541	A plate filled with a cut in half sandwich on top of a black table.
516766	429082	A white teddy bear sitting next to a brown teddy bear.
550117	96100	An older woman sitting at a table in front of a pizza.
483375	320780	a large body of water with boats floating within it
74135	218005	A man standing next to another man as they prepare food.
184139	292125	A bed with a blanket and pillows on top of it.
551622	335320	Two small elephants standing in a river soaking wet.
307073	179673	A person standing on a stage with a dog flying through the air catching a frisbee.
66336	717053	A woman holding a pink umbrella over her left shoulder.
522175	502938	A couple of horses standing next to each other on a field.
64146	739426	A scary man wears a hat made out of bananas.
227316	374873	A clock tower is on top of an old building.
422212	403599	A wall with three different framed photos of tennis players and a tennis racket under each frame.
520787	445525	Two slices of pizza are being served on a plate.
514681	135676	A body of water with boats in city buildings in the background.
377911	47073	three sheep standing next to each other in a field
318171	229696	A dog sitting on a grassy hillside by a path.
265001	693744	A couple of birds sitting on a tree, with a blurry background.
263299	8353	Large black train system surrounded by trees and nature.
376123	793558	A baseball player throwing a ball on a mound.
273329	603887	a number of people standing around a table with wine bottles
415843	169047	A row of three wall mounted urinals in a bathroom.
465552	44514	A plate with spaghetti and broccoli and can of pop
479762	519420	Three adult zebra are walking through the dirt path.
181888	815545	Children are playing tennis on the street on a nice day.
27648	415564	A row of white urinals in bathroom below windows.
133999	403002	A double decker bus driving down a street next to a tall building.
566450	343430	An old style refrigerator that is holding beverages.
435309	785365	A broken red smart phone sitting on a table.
149780	639790	A woman playing  with a toilet seat and putting a normal chair over it.
69535	102159	Two halves of an orange sit on wood.
153092	220448	Two birds are standing in the water together.
475389	554708	A man sitting on a motor bike smiling with a friend close to him
190783	462206	A teddy bear lying on the ground by some leaves.
551959	675166	A man is feeding a griaffe off of the stand
60364	651471	A small bathroom with a shower curtain and toilet
460145	355352	A herd of sheep walking down a road in front of a silver truck.
485731	288054	A small kitchen with a stove and counters.
268044	627812	Giraffes have a very long tongue to go with their long neck.
254838	608013	The cat is eating the sandwich on the plate.
232900	63342	A red and white bus sits in front of a large, stone house.
79047	737935	A statue of a bear sitting in the middle of a sidewalk.
372249	274503	A black bird sitting on top of a wooden fence.
39081	315710	A person walking their dog on the beach
374266	75651	A brown horse standing behind a chain link fence on green grass.
227326	808420	A man and woman that is standing near a cake.
55772	751992	HAM AND EGG ON A PANCAKE, WITH A DISH OF YOGURT
422253	1962	Two giraffes leaning over a fence to eat leaves.
190115	514339	the man is sitting with a salad in front of him and smiling.
44575	142777	A man coaching a tee ball practice.
122602	86364	A table with scissors and a bottle of podge next to a cutting board.
549109	418892	Black and white dog sitting on a futon near a TV.
278095	114915	A man power sliding on a long board
130619	589225	a giraffe with a man sitting in front of the girraffe
476514	569054	two people in a field wearing a dress and a suit and tie
266601	62239	a group of guys sitting around a table eating a meal
132615	560513	A baseball player is swinging and about to run.
418961	374016	Closeup of a decorative gold and grey clock.
34464	67730	People are at the beach near the ocean edge.
41998	356888	A picture of a large building with people milling about.
564404	552786	A man who looks like two face with a creepy smirk on his face.
154193	779899	A woman sitting at a table with a  pizza in front of her.
268541	649656	a man in a suit drinking a cup of coffee
261068	354331	A lady doing something with animals in an enclosed area.
136572	479371	A couple of motorcycles parked next to each other.
200938	523934	A tall clock tower with a wind vane on top.
255827	411661	A bed that is made with a stuffed animal on it .
498463	548499	A metallic refrigerator freezer sitting in a kitchen.
139530	194297	A group of men standing around a pile of luggage.
46011	92843	a small air plane on an air plane run way
67310	647039	A male skater jumps in the air at a skate park.
381792	492540	A bath tub sitting next to a white toilet.
17207	535432	A bus stuck in traffic on a busy highway.
16356	345426	two kids standing outside flying a kite during the day
546760	747723	this is the under side of a red train
402123	313152	A baby elephant walks in a fenced area next to old wood and a purple sun umbrella on the other side on the fence.
519193	758541	A kid holding a video game controller in his hand.
10693	157010	an image of a woman holding an umbrella with her coat on
378814	57456	A Giraffe looking down as another giraffe in the background in looking through a fence
550666	598640	People gathering at an old building to eat on a sunny day
365194	634414	A man is swatting at an object with a bat.
383018	23928	A train moving overhead at a train station behind a tree.
296730	196068	A brick building with a clock tower at the corner of a street.
253740	518169	A stainless steel stove that is in a kitchen.
570407	26883	A mother and daughter playing a game of Frisbee on a sandy beach.
112437	730663	A woman touching a decoration on top of a batman cake.
252582	804713	A small airplane flying through the clear blue sky.
273711	273670	A table topped with plates, bowls and containers of food.
64116	543210	a large field full of sheep out in the outdoors
46898	644400	A bear is sitting in the grass in front of a rusty chain-link fence
216603	588872	A white plate with two fried eggs and greens.
102947	602492	A den with chairs, a table, couch and television.
146910	509394	A bald man holding a hot dog in a white wrapper.
15259	403426	A white vase filled with purple and green flowers.
63965	318929	A woman holding a plate of cake covered in frosting.
368505	220638	A tall white clock tower inside of a tall building.
174987	610533	A train is being doodled with green and blue.
227801	82838	Two tall teddy bears standing next to each other with a person kneeling between them.
504690	789119	A group of zebras and wildebeest grazing in a field.
521906	28960	A man wearing a striped suit standing next to butcher knives.
32990	602536	A kitchen sink sitting next to a toilet.
347039	212343	A clock tower stands over a city landscape.
308793	639532	Two skiers heading up the side of a mountain
15987	807272	Two elephants are touching trunks through a fence.
197658	32999	Cather preparing to catch ball in an empty field
301347	106843	Two giraffe standing next to a chain link fence.
129159	1063	A large clock tower rises up above the surrounding buildings.
54605	641488	a shake is sitting next to a cake
353666	699055	A woman in a red dress holding a cell phone.
86946	562285	A large umbrella and a chair on a street.
493704	274815	The woman is riding her horse on the beach by the water.
552947	391208	The man in a costume suit is talking on a cell phone.
297520	471983	Hot dogs, buns and croissants on a BBQ grill
287970	50576	A large elephant standing in front of the capital building in Washington DC.
567755	49395	A little girl is standing by a see-through curtain.
110196	82080	a freeway traffic sign writtien in an asian language
216761	197737	A man in plaid shorts skateboards in a rink by palm trees,
184499	124457	A man and a woman sitting in a booth having milk shakes and cake.
10785	246735	A little girl with bows in her hair eating a plate full of broccoli.
508370	314849	A bicycle parked on top of a baby dolls head.
298994	168632	The vegetable are laid out neatly at the table.
539140	77330	The airborne tennis player hits the tennis ball with his racket.
407822	436870	A man is posing with two young ladies, while holding his drink.
365207	257490	rear view mirror reflection showing a dog in the back seat
170474	800080	A man who is about to server a tennis ball.
311746	490036	A field filled with purple flowers and green plants.
51223	581426	A couple of men running across a lush green field.
376754	120395	The man is catching a wave at the ocean.
8170	811874	A refrigerator and a stove occupy a kitchen.
316397	34368	A baseball player standing on home plate with a bat in hand.
47828	161533	A blue lighted bridge over water at night.
471097	427779	A white car parked next to a parking meter in front of a parking garage.
281601	198747	A man in a hat eating food with chopsticks.
385196	533439	A group of people riding skateboards across a walkway.
50882	597015	A fat man is playing golf on the Wii.
519703	358582	A group of ferry and sailboats are sitting on the water.
120964	761864	A man wearing a North Carolina basketball jersey performs skateboard tricks
280687	537242	a square plate that has some food on it
398237	185530	A small child is holding onto lawn decorations.
102904	733560	The living room has two couches and an easy chair.
476349	567074	A man riding a snowboard down the side of a snow covered slope.
8128	28349	A blue and white giraffe reaching for food up in a tall tree.
523175	774714	A bowl that has soup and a spoon in it.
118113	688725	this is a very dark picture of a room with a shelf
267946	731835	A blue sign giving directions to a public toilet.
423187	363027	A plane that is flying high up in the air.
49740	650910	A child baseball player tries to hit the ball
340588	13086	Man flying a kite in the crowded park.
303264	660951	people in a terminal with suitcases taking some pictures
393874	157896	The older man uses a computer near library equipment.
447460	547376	A young boy eating a hot dog on top of a paper in a basket.
531803	751529	A person on skis standing on the snow next to some dogs.
468337	147931	A woman sitting on a surfboard in the ocean.
556278	122413	A street intersection at night with no vehicles on the road.
167347	367761	A person walks on a bridge with a kite.
216325	618729	A man rides a wave on his surfboard while other surfers watch from the shore.
421970	133792	An expressway sign is informing of how much further to the next destination.
199783	759505	a bed room with two bends and two lamps
518440	213421	Hot dogs in buns with fruit salad on a plate
533462	597973	A person is sleeping on one side of the bed.
478567	697045	there are several people on the field playing soccer together
277239	503772	A classroom that is empty and has tables and chairs.
275219	590211	a gray cat is seen laying on top of a blue tube
294403	481145	A woman under an umbrella on a rainy day
114458	622098	a child in a bed with a striped sweater and colorful blanket
382629	268330	Two wire racks filled with donuts and donut holes.
242610	597945	A man standing next to a blue and brown bed.
335981	757180	A few people walking in a store near each other.
292428	512512	A man's feet resting on a skateboard
559950	603505	An adorable dog looking out the side of a car door window.
132288	749291	A man that is on a box with a skateboard.
315018	623391	A woman takes a selfie picture with a giraffe in the background.
488522	143293	There is a knife cutting into a cake.
314370	51405	A kitchen filled with clutter all over it's counter.
500723	661680	a cat on a chair on the ground
120162	429885	a man walking out of the water with his surfboard
516020	698660	a couple of trains parked on some tracks under a closed roof
439188	200056	A man walking across a beach tossing a frisbee.
398537	361612	A man in black jacket holding a kite in front of another person.
390704	660202	a person riding a snow board on a snowy surface
190898	567343	A building with large windows sitting inside of a building.
112517	576501	A tall building with a clock on it near a cemetery.
464134	685982	A baseball field; young children are the batter and the catcher while the umpire and the pitcher are grown men.
494852	406376	A man in grey shirt doing a trick on skateboard.
469603	341988	A brown horse looking out of a window in his stall.
485865	541275	a couple of zebras stand next to some horses
516476	619807	A bus driving down a street next to a white van.
195598	386689	A small toy train on a model track.
220900	605997	Several horses and donkeys are grazing in a field.
10216	1809	A woman serving the tennis ball on the court
405146	765798	a kitchen counter covered with cleaning supplies and other items
127761	420941	A rowboat set next to a dock in a river.
177539	499074	A man in striped shorts leaning against a board on a beach.
160351	281260	A young man skating near a residential area
550055	615711	An airplane getting ready to take off at the airport
469609	348632	A pole that has a bunch of street signs on it.
38721	96946	A woman wearing a blouse and devil horns hold a cell phone to her ear.
75791	603769	a couple of bears are standing by a fence
452084	522764	A lunch bowl with bread, sausage, tomato, and egg.
538198	5992	An old pickup truck with a tarp over the truck bed.
185821	755267	A giraffe that is standing in a field.
267363	122262	A man sitting in the driver seat of a truck on a cell phone.
199438	80135	a man and woman in a canoe with a young child holding oars
470545	265371	a close up of a plate of food with pizza
279259	569560	Man in shorts running with a necktie on top
82338	107147	A man on motorcycle driving past cows on the street
210522	548526	A group of friends standing next to each other at night.
1153	456107	A banana that is sitting in a bowl on the table.
92660	32204	A pizza is prepared with cheese, tomato sauce, and broccoli.
250108	747446	A computer that is on a desk near a window.
124654	778587	A restroom view of a toilet, sink, and shower curtain.
46155	535990	this is a tennis player about to hit a tennis ball
447152	748108	this is a train riding down th rails
324670	367360	A seagull sitting on the pier with the light house behind him.
365385	807804	A toothbrush in a cup sitting next to a sink.
40275	453144	there is a monk standing in front of a building
129855	373173	A bare-chested man on turbulent ocean waves surfing
406681	769169	The dogs are looking like they are interested in the game.
297620	633241	A large open room with a long white staircase.
12101	133449	A toilet bowl with a sign on the top
502012	392501	A group of white work trucks with advertising parked together
42492	441033	A kitchen with a center stove top island.
115721	218067	A dog laying down on top of a couch cushion.
76619	194838	a funny cat in front of a tv monitor
295124	523761	A group of people riding skis across a snow covered slope.
282037	589481	A baseball player pitching a ball on top of a field.
192905	490788	A group of zebras that are in the grass.
329533	783173	a couple of bananas and some other fruit
39551	753685	A woman that is standing on a tennis court with a racquet.
366576	27679	Various equine (horses and zebras) inside stalls under a tent.
158846	179876	A man serving the ball to the opponent in a tennis match.
349678	37449	A large tower with a clock on it advertising transportation via train.
415723	414119	The outdoor show features a dog who can catch a frisbee.
120021	37855	A motorcycle with a red seat is on top of a stand.
352495	450020	A little girl sitting in front of a table full of dishes.
410168	727712	A dog wearing a yellow hat with a smiley face on it.
529083	222910	A couple of red buses traveling over a bridge spanning a rivers width.
541813	684740	A chair sitting under a picture hanging on a  wall.
274416	10887	Pink and yellow flowers are in a brown vase.
220160	118326	A close-up of the streetlamp showing to red street signs.
414664	812252	A horse standing in the grass near trees in the woods.
108864	339290	Two elephants cross tusks in confrontation in a field
318911	634773	Several sheep are grazing on grass outside in a fenced in area.
201120	219886	A table topped with pieces of cloth and large piece of paper.
306412	705126	A woman is standing next to a wall with a blue umbrella.
450359	669614	A family is in the kitchen preparing a meal.
162021	440045	Three people in white shirts and ties on skateboards.
332087	464262	A surfer is on top of a wave.
354278	675772	A fire hydrant is painted to look like a dalmation
40468	700862	A guy on his surfboard surfing through the ocean.
147758	617093	a motorcycle is parked near a building by the curb
559101	751624	A baby in a softly colorful padded chair, holding a red plastic toy.
30685	396701	Motor vehicles on roadway in urban city setting.
374829	387509	A man holding a baseball bat as another gives signs.
35599	76910	Cafe tables with table cloths and orange umbrellas over them.
351034	807220	A new android phone is next to another android phone.
481819	26837	Two men in pajamas standing and holding Wii controllers.
149196	154762	A pile of stuffed animals hanging from the ceiling of a store.
579201	68266	A knife with an apple engaged in it next to an apple computer
364133	189733	Three different colored suitcases are on the ground next to each other.
507550	609975	A flock of birds standing on top of a body of water.
324634	389524	Man and woman texting on cell phones.
99269	763081	Miniature fruit and chocolate chip cookies are ready for the doll house occupants.
83049	85435	Two people sitting and laying on top of a park bench.
533805	188077	A plane is flying above the airport terminal
415646	70038	An attic bedroom with a bed and a couch.
525546	702132	a lady that has a pink racket in hand
471868	597996	A man is riding a motorcycle down a wet sidewalk.
468773	750085	The cat is sitting next to the computer mouse.
58174	282910	A blue bus sitting in the middle of a street.
267076	246094	a small child watching an elephant behind a fence
286708	720032	a black and white cat wearing a little purple hat
216944	168201	A young girl laying on her stomach reading a book.
228450	750398	A black and white image of a laptop beside a coffee mug.
385873	264083	Three pizzas sitting next to each other in boxes.
455004	444314	She is holding up a peace sign in the snow.
295138	257555	Young skateboarder showing off learned skills next to building.
538595	393265	a group of horses graze on some grass
522021	44690	Three Zebras standing with their heads beside one another.
114479	708383	A few pieces of luggage sit, stacked neatly, on the ground.
65485	9862	A dog driving an SUV in an open grass covered field.
9262	483601	A cart of finger foods including sandwiches with a group of teddy bears around the plates.
350251	146587	A metal microwave sitting on a counter top.
361157	289294	a cat rubbing its face against a bottle.c
267169	760653	A baby elephant being fed a bottle of milk.
524742	471840	A wall covered in graffiti next to a sidewalk.
484627	170492	A room filled with single beds and tow large walls of windows.
270918	357824	A sharp steeple on a building is lit in the sky.
47597	168925	A clock sits on top of some books.
581899	157551	Two bright green passenger trains pass by with people standing in the doorways.
314541	315595	A large green field with a bench in the foreground.
173514	629766	A snow boarder is standing on a snow covered mountain.
89761	411869	A toilet seat behind a tree in the open outdoor.
551633	521443	a little girl playing with a soccer ball
304330	701514	a man that is petting a big giraffe
191017	705286	A group of people standing on top of a field flying kites.
265547	6351	An umbrella on a beach with other people.
493805	294687	Two giraffes in a zoo look at their surroundings
192554	506640	A sink, soap, toilet and a mirror
430125	639057	A man eating a slice of pizza next to food stands.
99810	766672	A boy is eating donut holes while sitting at a dinner table.
264654	208131	A set of three pieces of luggage filled with clothing.
389721	560064	The giraffes wander around their cage and eat from the trough on a wall.
352496	261993	A man on skis with several other skiers on a hill.
437514	773771	a wood bench is next to a tree
226170	123241	a close up of a plate of food like peas and broccoli
54123	54838	The zebras are standing around and grazing in the pasture.
483249	110618	A couple of cats sleeping on a car hood.
54252	29991	A dirty laptop turned off on a wood table.
31118	83672	Christmas decorations surrounding a clock tower in a town square.
27620	386960	A laptop sitting on a desk next to a chair and another computer.
64189	360412	A boy in black jacket jumping a ramp on a skateboard.
480663	232893	A woman smiles while sitting in a leisure area under an sun umbrella.
126631	521561	A tennis player with racket and a bag with a baby
438364	387527	A red double decker bus driving down a city street.
339851	674195	A young man in a yellow shirt and black shorts hitting a tennis ball in a tennis match in a stadium.
301735	397049	The big bird is on the beach and the dog is barking at it.
372150	220985	The Big Ben clock tower underneath a cloudy blue sky.
76161	758993	Two men wearing ties holding glasses filled with beverages.
382309	762715	Small slice of pizza sitting on a table next to the bottle of beer.
5325	436964	A lady holding an umbrella is walking with a lady in the wheel chair.
476313	721551	A bathroom counter with two sinks under two mirrors.
363922	18429	Father and son playing Nintendo video game at home.
218752	97592	A large brown cow laying on the ground in a penn.
254123	147715	An empty plastic container and a plastic fork left on a bench.
170519	637367	A zebra is standing away from two adult giraffe.
549171	605405	A young woman is curling her long hair.
398028	110376	A ballplayer on deck practicing for his turn at bat
198530	375036	A group of people on skis stand on the snow.
528033	491450	A brown chair with two stuffed animals on top of it.
554711	498022	A woman laying in bed while using a laptop computer.
315001	137477	A flock of birds flying over the ocean next to a beach.
263758	734241	A large propeller airplane sitting on top of a tarmac.
19253	593026	A photo of a grassy hillside with several sheep grazing.
231617	647596	A red and yellow bus sits on the back of a flatbed truck, driving down the highway.
467475	118247	A formation of birds in a sky at sunset.
110857	623564	A bedroom with a white bed on a frame next to a window.
436795	598495	A man eating a hotdog in a kitchen
181666	51751	a flock of goats and some men watching them
67213	146258	A lot of people that are looking at a pool.
113757	539924	A group of students sitting in front of laptop computers.
180984	462292	A man and a woman playing frisbee in the grass.
487385	565436	Two plates filled with food siting beside a book.
351875	727924	A bunch of people gathered together in a very big crowd.
254016	482995	A row of doughnuts being passed through a fryer.
34749	302658	A truck hauling a large load to a job site on a winding mountain road.
406647	519075	A motorcycle is parked amongst the cars at a store.
186130	752882	A person cutting up an ice cream cake sitting in the box on a table.
377097	687496	there is a man that is posing for a picture in front of donuts
561037	138902	A cruiser bike in line with others at a biker gathering
573891	182741	Two teddy bears are sitting on a couch.
348091	586814	A bedroom with a bed next to a closet.
151558	582231	A traffic light hanging from the side of a wooden pole.
565031	217151	A group of bikers parked in a parking lot under large lights.
268356	427810	A tall clock tower sticking out of the roof of a building.
569274	673052	a couple of kids that are eating at a table
283264	700799	A pitcher is throwing the ball in a baseball game.
244760	86313	A white and black horse standing next to a wooden fence in a field.
219329	476462	Tall tower with a clock in the front near a sunny sky.
114586	96123	A cheesy pizza sitting on top of a white plate.
51461	587839	A man holding a skateboard in front of a sun setting.
446209	96711	A man and three children playing with a kite on the grass and other people riding bikes on a nearby road.
172408	332428	A man in black hovers over a skateboard while they are both in the air.
78741	349782	A grey and white cat sitting next to keyboard and computer monitor.
157155	538345	The officer is riding a horse threw the streets.
260330	312779	The kitchen has two refrigerators and a stove in it.
510275	663687	A banana peel laying next to a glass bottle.
121812	656253	This hazy picture depicts traffic on a busy street.
342380	306436	A red kite sitting on top of a lush green field.
54679	54342	A woman holds a pink and blue kite in her hand
173204	624476	Two skiers race while a crowd looks on.
184771	749609	A gold and white dog sticking its head out a car window.
66568	538013	Two teddy bears lie propped up against a wall.
355471	560015	There is a bear sitting next to a bird.
472376	4897	A group of travelers at the airport station.
456046	522141	A train covered in graffiti sitting on top of train tracks.
240775	224779	A yellow double decker bus driving down a street
483027	446476	People are eating at an outdoors restaurant in a black and white photo.
563083	395330	a person is playing with their smartphone or tablet
89643	465042	Many blowup kits being flown at a beach
475330	714905	The stuffed bears are dress as a turkey and a pumpkin.
546463	597731	A full view of a kitchen with stove and counters.
10205	578636	The man is playing video games in the living room
21563	660864	A sliced pizza with cheese on it is shown on a plate.
412587	547603	A man and little kids flying kites in a cloudy sky.
454561	471469	A train that is on the tracks next to the trees.
423618	380628	A carrot and a knife are resting on a cutting board.
266099	494935	A large commercial airplane parked on the runway
47775	57279	a bathroom with two sinks two mirrors and a bath tub
407097	361614	Black and white photograph of potted plants and gardening tools.
64898	319420	Two children who are on wake boards in the ocean.
423113	223106	A person in wetsuit on white surfboards in water.
180662	508879	A young child sitting in front of a bowl of dessert holding up two ice cream bars.
96711	640203	A woman is sitting outdoors eating some food.
341118	14139	A person is on a living room couch watching TV and there is a stuffed panda bear and a purse on the table.
494584	301618	A small white bird flying over the water.
108338	454108	Two elephants are standing by the trees in the wild.
281625	572183	There are a lot of people sitting by the fountain.
451305	468555	a small zebra on dirt ground near a tree
482158	708485	A street full of confetti and streamers with a building in the background.
344832	793837	a little boy that is standing at home plate
78313	517935	The shelves above the cabinet have porcelain dishes on them.
384012	391757	A batter up at the plate in a baseball game
221700	737225	A pair of red scissors sitting on a newspaper.
284605	118192	A cat under a blanket looking at something.
42421	704209	A white cat standing next to a cluster of palm trees.
43133	15308	A picture of several people in a sail boat in the ocean.
191112	435346	A person holds a robot in front of a ball near a goal.
211674	406558	Red double decker bus with people standing on top.
313603	121804	A close-up of headphones next to a keyboard on a desk.
171464	514329	A parking lot with a car, three buses, and a semi.
459825	290054	A crowded work desk placed against a brick wall.
429717	142277	A woman lays on her bed with her dog while using the mirror to take a picture.
138755	749795	A clock that is on the side of a tower.
276841	267488	A woman holding two halves of a donut, one in each hand.
419080	289150	A sign sitting next to a sidewalk with a garbage can, traffic cone, and several fire hydrants on it.
171382	52812	A young man doing a flip on a skateboard in the middle of a busy street.
558229	597435	A bus driver cleans off the windshield of the bus.
407259	190814	Men in uniform watching two other men in uniform cut a cake.
338007	813472	A man wearing glasses holding a Wii controller in one of his hands
507223	749412	A man that is standing in the dirt with a bat.
558864	783229	A white plate topped with carrots, potatoes and dumplings.
511892	376520	A kitchen area with oven, pots and various cabinets.
50926	198928	A group of people flying a kite in a field.
189209	479674	Someone is holding a pair of green handled scissors.
367582	182599	A man wearing a white shirt and tie looking at a paper.
208050	524616	a group of people that are standing up drinking something
99927	797521	a clock that is sitting on top of a table
83614	394487	A Mac mini and a keyboard are on a table.
578093	427898	a white yellow and blue train at an empty train station
146742	120386	A beautiful young lady laying on top of a park bench.
200699	209389	A blacn and white cow sticking its head over a fence.
473110	627111	A train engine carrying a cart down a track.
406616	165920	A wooden cutting board topped with veggies and a knife.
341048	408050	A panda eats a bamboo stalk in the forest.
85750	739361	A clock sits against a window in a white wall.
29709	129628	A photo of a dining venue outside complete with tables, chairs and umbrellas.
181462	691639	A dead cow corpse laying on top of a beach.
433373	236818	two plates of food on a table with chairs
87156	153568	a yellow tram some mountains snow and trees
234500	247696	A child eating a sandwich with relish on it.
439410	196433	A tennis player hitting a tennis ball while the referee looked on.
82765	372655	A bed and window in a small room.
390283	773434	Man sitting in an innertube with a hat on the Sidneyville.
282437	169802	A herd of zebras standing together in a plain.
527054	637500	Woman wearing polka dot stockings and pink dress posing with an umbrella.
45388	364957	The boy is playing with his colorful kite.
576084	49379	A man milking a cow during the day.
495681	790884	A kitchen sink sitting underneath a large wooden window.
153976	533472	A young man riding a skateboard into the air.
320461	811947	a guy doing tricks on a skateboard on a skateboard ramp covered in graffitti
51598	12242	A black trash bag in a restroom next to a sink.
295016	584958	A kitten sitting inside of a coffee cup.
560794	671336	A bathroom with a sink under a mirror.
43494	571748	A close up of a grill loaded with burgers and hot dogs.
211825	124680	A man blowing out candles on a cake.
38816	218971	A view into a bathroom from inside a kitchen.
223335	351355	A man riding a motorcycle on a racing track.
458790	214759	A view from the inside of a train from a side window.
162035	217361	A sign with teddy bears on it is advertising a tea room.
219271	424503	Large group of people surrounding a truck on a mountain.
535993	603586	a glass of water is sitting on a wood table
293390	595282	A VERY NICE BATHROOM IN THE MIDDLE OF A REMODEL
230619	693578	a dog with blue eyes standing in front of an oven
290293	701127	a long subway with people in it is lit up
273052	268919	A sheep lying on a hill side next to a tree.
531633	454659	there is a man walking on the beach holding two surf boards
303726	797811	a bathroom that has a sink and a toilet in it
111031	648249	A man and woman are playing a video game together.
117563	193649	Two men standing in a living room holding game controllers.
323355	598102	A young kid is holding a box of pizza.
437347	29445	Two men playing a game of catch on a street.
338562	130906	A red fire hydrant in front of a shopping center.
580248	150035	Two surfers with their heads disguised at Joe Biden and President Obama hold a surfboard
510340	560227	A red motorcycle is on the sidewalk in front of a business with ads on the windows.
393277	15430	A clock statue surrounded by city traffic and streets.
74465	132906	A cargo train is sitting at a train station.
326248	13033	Two tennis players consult with the referee during a tennis match.
478386	678955	An old truck is parked in front of the station
298924	747040	A plate of food with meat and white noodles.
437393	348401	a carousel horse has a rose in its mane
224329	529772	Two trains traveling down tracks with black smoke pouring out of the top of them.
147482	54086	Little girl observing three octopus kites being flown
134193	404173	A tennis player in white is in action with the ball.
325587	451815	A dog walking toward the camera behind a pair of shoes near a couch.
372819	453208	Four smaller dogs are running away from the women on the bench.
519329	294902	A man holding a tray of glasses with candy canes.
76738	68414	A man posing with a mouse and keyboard
184972	607358	A man who is wearing a tie with some words on it.
51741	434768	A white toilet and sink in a room.
146253	289669	A group of skiers trudging up a snow covered hill.
159944	437813	A cat that is laying with its head down on a mouse.
379158	638298	the room has a glass shower as well as a red cross kit
50655	141928	A bathroom with a narrow toilet and hanging towels.
370839	305020	A man with remote standing in a room.
57812	70430	A cat and a kitten laying on a bed next to a laptop.
335065	796345	Adults and children gathered at large family meal.
1818	288157	A zebra in the grass who is cleaning himself.
203687	379411	"A circular green and white sign that reads ""car parking"" in front of cows."
315824	491520	A bear is sitting in the grass with a cub.
518348	402932	Two giraffe standing next to each other on a dirt field.
277812	778572	Two women who are standing under a umbrella.
37675	757471	Horses graze in front of a large building amid snow.
56455	558925	A man sitting at a desk with a computer holding a cell phone.
165014	85826	A dinner plate with sliced beets and bread.
211722	623499	A moustached skate board rider holds his board
108698	719002	A cat is sitting in the window on a rail.
498716	81257	Two cats laying near a vase and two candles.
15660	497728	there is a man on a surf board in the ocean
261178	343825	A clock tower looms underneath a clear sky.
154028	761239	The animals are grazing and eating in the grass.
158708	480358	A bike sitting next to a cup filled with coffee.
71123	372613	A large jumbo jet with huge wings is on the runway.
479848	341503	There are condiments at a hot dog stand
546702	98692	A fat gray tiger cat laying on top of  bed up against a pillow.
197462	639820	A fire hydrant that has some writing on it.
177714	756247	A plate of cooked food in seen in this image.
360716	748100	The skiing woman is jumping in the air.
491556	248470	A man and a woman sit in an industrial workshop with a dog.
540133	202606	A boy in yellow shirt playing a game with a Nintendo Wii controller.
532426	602086	A dog  attached to a motor cycle by a leash.
383470	26928	A freshly plowed street is a winter wonderland.
510152	52248	A man flying off the side of a cliff on a snowboard.
373810	749519	Two teddy bears that are hanging on a line.
141158	797908	a person that is skiing across some snow
282942	811216	The woman is pointing at a big cake.
303320	725960	A man throwing a frisbee to his friend standing in his yard.
461491	108505	A baseball player wearing a catchers mitt while catching a baseball.
500952	707209	A red train traveling under a bridge on train tracks.
107661	614325	Two men are playing Frisbee together on a field.
543082	592275	A sailboarder holds on to the sail in the ocean.
158498	318743	A tablet sitting on top of a computer desk.
426836	708348	Someone flying a kite right above the trees.
445944	177986	A man with a suit stands behind a row of chairs in the middle of the afternoon.
102805	400645	A man in holds a Frisbee in the parking lot by the river.
133386	597176	some people are on skateboards at a skate park
208406	363088	a man performs a trick on a skate board as people look on
120935	306346	A herd of zebra standing near some bushes and rocks.
356428	181295	A couple of people walking through a market filled with food.
171349	230808	An unfinished bathroom with a boarded window and exposed pipes.
371117	47675	A black and white cat sitting on the side of a computer monitor.
523426	656824	This bathroom has gray walls and white fixtures.
559006	535788	A big brown bear swims in the water.
280320	101453	Urinals lined up along one wall with a handicap accessible one at the end.
532575	575166	A dog rests his head on the edge of a boat at sea.
33652	730272	A pizza sitting on top of a pizza pan.
295269	734810	a trey with some cookies on top of it
334769	338849	A man holding a tennis racquet no a tennis court.
478356	221068	A woman holding a sign sitting on top of a truck.
452179	297384	The twin beds with the blue spread are pushed together.
199449	221741	A living room with hard wood floors filled with furniture.
364284	84817	A man holding a blue, red and green frisbee in his hands.
107257	784874	An old stove and trash bags sit on the curb.
362737	793122	A closeup view of a pizza, with a fork near it.
183519	781105	A bunch of people inside a crowded subway train.
236945	551093	A kitten playing with a video game remote control.
397842	400520	A small dog running to catch a frisbee in the air.
127129	370270	A table full of food and two glasses with drinks .
465549	627882	Two young people standing in a living room holding game controllers.
494580	636284	the plate has a piece of fish on the side of it
437239	374135	A group of people standing on a field playing disc golf.
520124	574485	some people are standing together around some food
421431	336094	there is a an standing on top of a mountain
